uuid,weight,sex,age,edu,region,age_band,occupation,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q29_2,Q30
1f180c71def94fa4b30350aa66c93f7d,0.3844,여성,26,대학교 졸업,울산,19-29,무직,2,3>2,3,4>4>5,3>4>4,4>4>5,3,5,2,1>13>14,27>51>34,56>58>57,27>1>51,1,4,1,3,,"기후 변화로 인한 도시 내 폭염 및 열대야 현상의 심화가 건강에 미칠 영향과, AI 기술 발달에 따른 딥페이크나 보이스피싱과 같은 지능형 사이버 범죄가 새로운 잠재적 위험요인이라고 생각합니다."
32449e9b86b84bb38ea513cc926c7448,1.6820,여성,65,고졸 이하,서울,60-69,무직,1,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>13,34>27>29,57>56>68,34>2>27,1,3,2,,8,"우리 동네는 오래된 주택이 많아서 화재가 났을 때 불이 금세 번질까 봐 제일 겁나고, 요즘은 날씨도 이상해서 폭염으로 쓰러지는 어르신들도 많아 그것도 걱정됩니다."
53195744d497422b8ecda5f39647cb8e,0.8230,여성,44,고졸 이하,전북,40-49,한식 조리사,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,13>2>1,27>34>35,64>57>56,13>27>64,1,4,2,,3,"요즘 날씨가 너무 이상해서 집중호우로 인한 산사태나 산불 같은 자연재난이 더 커질까 봐 걱정되고, 요양시설에 계신 어르신들이 많은데 치매나 고독사 같은 사회적 문제도 재난처럼 관리가 필요하다고 생각합니다."
32f88f80644e4f41b9a23871aceba7b7,1.6426,남성,47,대학교 졸업,서울,40-49,소방시설 공사 기술자 및 연구원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,2>9>13,34>29>46,56>57>60,34>2>29,1,3,2,0,8,"서울의 노후화된 주거지역에서 발생할 수 있는 전기 설비 노후화에 따른 화재와, 최근 급증하는 전기차 충전소 등 신설 에너지 시설의 안전 사고가 잠재적 위험요인으로 생각됩니다. 이러한 도심형 재난은 확산 속도가 빠르고 피해 규모가 클 수 있어 선제적인 기술적 관리가 필요합니다."
39e30f61e36d478d97a107f73d73867f,0.3844,여성,19,고졸 이하,울산,19-29,무직,2,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>21,34>51>40,59>56>57,1>34>40,1,3,2,,9,"기후 변화로 인해 일산지 해변을 걷다가 갑작스러운 폭우나 이상 기온을 겪는 일이 잦아진 것 같아 걱정입니다. 또한, 디지털 기술이 발전하면서 새로운 유형의 사이버 범죄나 딥페이크 같은 가짜 정보로 인한 사회적 혼란도 잠재적 위험으로 느껴집니다."
425a905ac962481fa14f98e1d9486019,0.5873,남성,39,대학교 졸업,부산,30-39,육상운송 관련 관리자,2,3>2,3,4>5>4,3>4>3,5>5>4,3,5,2,1>13>23,29>51>30,63>61>56,29>1>63,1,3,2,,1,"급증하는 기상이변으로 인해 해안가의 도로와 교량 시설물이 버티지 못하고 붕괴하는 사고가 잠재적 위험 요인이라고 생각합니다. 또한, 물류 시장의 인력 부족과 과중한 업무가 겹쳐 대형 교통재난으로 이어질 가능성도 큽니다."
d97c6c48a26942068e6919ec00ac81b6,0.8300,남성,53,고졸 이하,경북,50-59,대형 화물차 운전원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>1>13,29>34>38,63>57>56,29>34>2,1,4,1,4,,요즘 도로 위에 전동 킥보드나 이륜차가 너무 많아져서 대형 차량 운전 시 사각지대에서 갑자기 튀어나와 사고 위험이 큽니다. 또한 기후 변화로 인해 갑작스러운 집중 호우가 예측보다 빨리 발생해 도로가 침수되는 일을 막기 위해 더 정교한 예측 기술이 필요하다고 생각합니다.
416645089c4f43cd933edfe73e4b14b4,0.6591,남성,36,대학교 졸업,광주,30-39,중식 조리사,2,2>3,3,4>5>4,3>4>3,4>5>4,3,4,1,1>2>9,34>35>27,64>57>56,34>64>1,1,4,1,4,,"급격한 기온 변화와 미세먼지 같은 환경 변화가 식재료의 질과 사람들의 건강에 미치는 영향이 점점 심해지고 있어, 이에 대한 대비가 필요하다고 생각합니다."
6dd2e526748643cab21ca17edefcbabd,0.8915,남성,45,고졸 이하,인천,40-49,영업 관리 사무원,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,1,1>14>2,29>34>27,56>57>63,1>34>29,1,4,1,3,,"요즘 스마트폰으로 금융 거래를 많이 하는데 보이스피싱이나 해킹 같은 사이버 범죄가 기술이 발전할수록 더 교묘해져서 걱정됩니다. 또한, 갑작스러운 폭우나 태풍 같은 이상 기후로 인한 침수 피해도 잠재적인 위험으로 느껴집니다."
ecca289fd6554f0d99827a55f25afc48,0.9544,남성,54,대학교 졸업,부산,50-59,건물 내 전기 설치 및 정비원,2,2>3,3,5>5>4,4>4>3,4>4>4,2,5,1,1>13>14,34>35>46,57>56>63,57>34>1,1,4,1,15,,건물이 너무 오래돼서 전기 수요를 감당하지 못하고 화재가 날까 봐 걱정됩니다. 또한 요즘은 전기차 충전소가 많이 들어서는데 노후된 전력망이 감당하다가 대형 사고로 이어지지 않을까 우려됩니다.
eb5cd4fabcf14df9b8acc537ee22b7da,1.7154,여성,59,고졸 이하,경기,50-59,사무 보조원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>27>29,56>57>58,34>1>27,1,4,2,0,8,요즘은 갑작스러운 폭우나 폭염처럼 예측하기 힘든 날씨가 자꾸 생겨서 그게 제일 겁나요. 그리고 우리 같은 중년 여성들을 겨냥한 보이스피싱 같은 범죄도 이제는 재난처럼 심각해서 기술로 막아줬으면 좋겠어요.
11e86c2a45674571899d675de8d25a7b,0.7717,여성,52,고졸 이하,경북,50-59,주방 보조원,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>34>29,64>57>56,64>27>34,1,4,1,4,0,"요즘 날씨가 너무 덥거나 추워서 급식실에서 일하다가 건강 상할까 봐 걱정되고, 사는 곳이 좀 낡아서 화재나 가스 사고 같은 게 나지 않을까 항상 조심스러워요."
eb59bf2eb82d4d77a6a7858c321b561d,0.9605,여성,68,고졸 이하,대구,60-69,무직,1,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>34>29,56>57>68,27>1>34,1,3,2,,8,"오래된 건물이 많아서 한번 불이 나면 금세 번질까 봐 제일 겁이 나고, 혼자 사는 어르신들이 넘어지거나 아파도 도와줄 사람이 없는 게 위험한 것 같아요."
a615cc6df03446d6aa022cfe70ad6f29,0.7022,여성,62,고졸 이하,전북,60-69,무직,1,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,13>1>9,34>27>42,56>57>58,13>34>27,1,4,1,15,0,"최근 날씨가 너무 이상해서 내장산 근처에 산사태가 날까 봐 무섭고, 스마트폰을 쓰지만 고령층을 겨냥한 보이스피싱 같은 사기가 점점 교묘해져서 위험한 것 같습니다."
06a72169b4234a348b7c87535877e30e,1.0781,여성,42,고졸 이하,충남,40-49,건물 청소원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>14,27>34>29,56>57>58,27>1>34,1,4,1,7,,"요즘 날씨가 너무 덥거나 비가 갑자기 쏟아져서 밖에서 일하다가 열사병에 걸리거나 다치는 분들이 많은데, 이런 기상 이상으로 인한 안전사고도 더 철저히 관리해야 할 것 같아요. 그리고 고령화 시대라 혼자 사는 어르신들이 집안에서 넘어지거나 하는 사고도 점점 많아질 것 같아 걱정입니다."
e332ca555acd4e0fbb179e686579c2fc,0.9171,여성,35,고졸 이하,부산,30-39,건물 청소원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>27>29,56>57>60,34>1>27,1,3,2,,1,"요즘 기상이변으로 여름엔 너무 더워지고 태풍도 자주 온다고 해서 걱정이고, 사는 집이 오래된 단독주택이라 지반이 내려앉거나 싱크홀 같은 사고가 갑자기 터지면 어쩌나 하는 불안감이 듭니다."
186cc0c74f2f4496b0350d8d2114d9a0,0.7190,여성,24,대학교 졸업,대전,19-29,무직,2,4>3,3,4>4>4,3>3>3,4>4>4,2,4,2,9>2>13,27>34>51,56>57>67,27>34>9,1,4,1,4,,"기후 위기로 인한 이상 기후가 심해져서 여름 폭염이나 집중 호우가 더 큰 재난이 될 것 같아 걱정됩니다. 또한 AI 기술이 발달하면서 딥페이크나 보이스피싱 같은 사이버 범죄가 일상화되고 있는데, 이걸 막을 기술이나 대책이 부족하게 느껴집니다."
dd586ea6f3d64366b13efe82e931945b,1.0558,남성,50,대학교 졸업,서울,50-59,생산관리 사무원,3,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>9>13,34>27>51,56>65>58,34>1>51,1,4,1,12,,"급격한 기후 변화로 인한 도심 내 노후화된 지하 매설물과 건축물의 안전성 저하, 그리고 디지털 기반 시설에 대한 사이버 공격으로 인한 사회 마비 가능성이 잠재적 위험요인이라고 생각합니다."
85a3062e97e34920a162c60943efeb43,1.7742,여성,60,고졸 이하,경기,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>27>29,56>57>68,34>27>1,1,3,2,0,1,최근 기상이변으로 인한 폭염과 집중호우가 잦아져 어르신들과 아이들이 건강을 해치거나 사고를 당할 위험이 크다고 느낍니다. 또한 고령화 사회로 접어들면서 혼자 사는 노인들이 겪는 일상적인 생활 안전사고도 재난 차원에서 미리 관리해야 한다고 생각합니다.
c1bf18bdfc3743569efa37ad2eec4f5e,0.5163,남성,27,고졸 이하,울산,19-29,차량 도장기 조작원,2,3>4,4,5>5>4,4>4>4,5>5>5,3,5,2,1>2>9,35>34>38,63>57>56,35>34>1,1,3,2,,9,공장의 자동화 설비가 늘어나면서 기계 오류나 사람과 기계가 혼재된 작업 환경에서 발생할 수 있는 새로운 형태의 산업 사고가 잠재적 위험요인이 될 것 같습니다. 또한 기후 변화로 인한 폭염이나 돌발적인 기상 이변으로 인한 작업자의 건강 문제와 시설물 피해도 선제적으로 관리해야 할 위험 요인이라고 생각합니다.
74c521dbb77940d68a2568547e8e8496,0.1062,남성,30,대학교 졸업,세종,30-39,사회과학·경영 및 법학 교수,4,3>5,3,5>5>5,4>4>4,5>5>5,3,4,2,13>14>1,46>34>35,63>56>57,46>63>34,1,4,1,1,,세종시와 같은 계획 도시에서는 ICT 기반 스마트시설의 오작동이나 사이버 공격으로 인한 도시 기능 마비가 잠재적 위험 요인이 될 수 있습니다. 또한 기후 변화로 인해 기존 설계 기준을 초과하는 국지적 호우가 빈번해지면서 이에 대비한 침수 방지 기술도 중요해지고 있습니다.
dc36de07749f4632894b8181506f3d4c,1.3916,남성,21,대학교 졸업,부산,19-29,일반 비서,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,1,1>2>9,27>34>29,57>56>63,1>27>34,1,4,1,4,0,요즘 기후 변화로 인한 태풍이나 집중호우 같은 기상 이변이 점점 심해져서 그게 가장 걱정됩니다. 그리고 저희 동네처럼 오래된 단독주택이 많은 곳은 노후된 전기 시설로 인한 화재나 지반 침하 같은 사고도 위험한 것 같아요.
c6b9bd069d7e4d1db6fb6062b9441bb0,0.3740,여성,41,대학교 졸업,제주,40-49,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>14,27>29>34,59>56>58,1>27>29,1,4,1,18,,"기후 변화로 인해 과거와는 다른 강도의 태풍이나 국지성 호우가 빈번해지고 있어, 이로 인한 예기치 못한 피해가 잠재적 위험요인이라고 생각합니다. 또한 제주의 급격한 도시화와 관광객 증가로 인해 정주민들의 익숙한 생활권 내에서 발생하는 교통사고나 레저 안전사고의 위험도 점차 커지고 있습니다."
667d1d15e76c412eb638574b23e3cff1,0.2759,남성,43,대학교 졸업,세종,40-49,무직,4,3>4,3,5>5>5,4>4>4,5>5>5,2,5,2,1>2>9,51>50>27,57>56>68,51>1>34,1,4,1,7,,"인공지능 기술을 악용한 보이스피싱 및 딥페이크 범죄가 급증할 것이며, 사물인터넷(IoT) 기기의 보안 취약점을 노린 홈 네트워크 해킹이 가정 내 주요 위험요인이 될 것입니다."
ee7184d9ed2940ab987b1785a9a0cdba,0.4427,남성,50,대학교 졸업,대전,50-59,건물 내 전기 설치 및 정비원,2,3>2,3,4>4>4,3>3>3,4>4>4,3,4,2,2>14>1,34>47>51,57>56>63,34>2>14,1,4,1,4,,"노후화된 상가 건물의 전기 설비 화재 위험과, 사물인터넷(IoT) 기반의 스마트 홈 시스템 해킹으로 인한 프라이버시 침해 및 안전 사고 우려가 있습니다."
343a8977034c4acd8d7f179419c8af66,0.6560,여성,27,대학교 졸업,인천,19-29,무직,2,3>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>29>27,56>57>59,1>34>29,1,3,2,,2,요즘 2030 청년들을 겨냥한 보이스피싱이나 금융 사기가 기승을 부려서 이를 사회적 재난으로 규정하고 관리해야 한다고 생각합니다. 또한 인천대공원이나 해변을 산책할 때 갑작스러운 폭염이나 태풍 같은 기상 이변으로 인한 사고 위험도 크게 느껴집니다.
0e91663673844c1eb832b18086afbd77,1.0627,여성,38,대학교 졸업,서울,30-39,사무 보조원,2,3>2,3,5>5>5,4>4>4,5>5>5,4,4,2,2>1>9,51>27>42,56>58>57,2>51>27,1,4,1,4,,요즘 스마트폰으로 오는 AI 보이스피싱이나 깊페이스 영상 같은 사이버 범죄가 기술이 발전해서인지 걷잡을 수 없이 정교해져서 위험합니다. 그리고 기후 변화로 예측이 안 되는 폭우가 갑자기 쏟아져 집이나 출퇴근길이 침수될까 봐 겁이 납니다.
79a27d7c003440798a7950b1f5cb7f46,0.9608,여성,61,고졸 이하,충북,60-69,"전직 건물 청소원, 현재 구직중",1,2>1,3,5>5>5,4>4>4,5>5>5,3,4,1,1>2>9,27>34>42,56>57>58,27>34>1,1,4,1,4,,"최근 날씨가 너무 덥고 태풍도 자주 온다니, 앞으로 더 큰 홍수나 폭염 같은 게 사람들의 건강을 해치지 않을까 걱정됩니다. 그리고 우리 아파트도 노후화되어서 화재나 가스 사고 같은 게 나면 정말 큰일 날 것 같아요."
5ba2747dd1e5460998b907bd2c3e025f,0.6911,여성,52,고졸 이하,전남,50-59,화장품 판매원,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>23,27>34>29,57>62>59,1>27>34,1,4,2,,4,요즘 날씨가 너무 이상해서 갑자기 쏟아지는 폭우나 여름의 혹독한 더위가 점점 심해지는 것 같아 걱정입니다. 또 우리 동네는 해안가라서 기상 변화로 인한 해일이나 높아진 파도가 예전보다 위협적으로 느껴져서 이에 대한 대비가 더 필요하다고 생각합니다.
0e73d7525c684ecfbf399e1191820511,1.0627,여성,38,대학교 졸업,서울,30-39,무직,2,3>4,3,4>4>5,3>4>4,4>4>5,2,4,2,2>13>9,34>27>51,57>67>56,34>2>67,1,3,2,0,8,"제가 사는 낡은 골목과 주택들은 기후 변화에 따른 집중호우나 폭염에 취약한 것 같아 우려가 됩니다. 또한 고령화되고 있는 도심 생활 환경에서, 혼자 거주하는 사람들이 안전사고나 재난에 취약해질 수 있다는 점도 잠재적 위험으로 느껴집니다."
1f09732a6e5041bcbe93008b625bcd6a,0.7247,남성,23,대학교 졸업,전남,19-29,생산관리 사무원,3,4>3,3,5>5>5,4>4>4,4>4>4,3,5,2,1>2>14,34>51>50,63>56>57,1>34>63,1,4,1,15,,"AI 기술 발전으로 인한 딥페이크 보이스피싱 등 금융 사이버 범죄가 심각한 사회적 재난이 될 수 있다고 생각합니다. 또한, 기후 변화로 인해 예측 불가능한 국지성 호우가 발생하여 도심 침수 피해가 늘어날 가능성도 우려됩니다."
7d43be9d1b6b4dfdb0861d244791247f,0.1523,남성,19,고졸 이하,세종,19-29,무직,2,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,9>1>2,29>34>42,56>57>60,29>9>34,1,4,1,12,0,"최근 기술이 발전하면서 딥페이크나 보이스피싱 같은 사이버 범죄가 점점 정교해지고 있어서 이것이 큰 위험요인이 될 것 같습니다. 또한, 자율주행 자동차나 배달 로봇 같은 새로운 기술들이 늘어나면서 생길 수 있는 사고도 미리 관리가 필요하다고 생각합니다."
52b7b6aa73d34d3d82b72c2fc670ad45,0.7067,여성,46,고졸 이하,강원,40-49,그 외 기계 조작원,2,2>3,3,5>5>5,4>4>4,5>5>4,3,5,2,2>13>1,34>27>29,63>56>57,34>63>2,1,4,1,4,0,"요즘은 날씨가 너무 변덕스러워서 예측하기 힘들고, 오래된 건물이나 공장 시설에서 사고가 날까 봐 걱정됩니다. 그리고 갑작스러운 감염병 때문에 일상이 무너지지 않을까 하는 두려움도 있어요."
8e298d5aeab8412f8c9137aa2e1f75ef,0.6625,남성,36,대학교 졸업,전북,30-39,무직,2,2>3,3,4>4>5,3>3>4,4>4>5,2,4,2,2>9>3,34>27>29,57>60>68,34>2>27,1,4,1,15,1,"고령화가 진행되는 농촌 지역 특성상, 재난 상황 발생 시 스마트 기기 등을 능숙하게 다루지 못하는 어르신들의 정보 접근성과 대피 속도가 현저히 떨어져 큰 인명 피해로 이어질 가능성이 큽니다. 또한, 최근 이상 기후로 인한 집중호우가 농경지와 노후 주택에 미치는 피해가 점차 커지고 있는 점도 우려되는 잠재적 위험입니다."
9e1d022c14f9474da0e770c36bc30d8e,0.7917,여성,41,대학원 졸업,전남,40-49,무직,3,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>34>29,56>57>59,27>1>34,1,4,2,,1,급속한 고령화로 인한 지역사회 돌봄 공백 사태와 기후변화로 인한 해안가 침식 및 폭염 등 이상 기후가 잠재적 위험요인이라고 생각합니다.
c4cae7e94fe54137821bb526568a10c4,1.0627,여성,34,대학교 졸업,서울,30-39,일반 비서,2,3>4,3,5>5>5,4>4>4,5>5>4,3,4,2,13>2>9,27>34>29,56>57>60,27>13>34,1,3,2,0,3,"급격한 기후 변화로 인한 도시 열섬 현상과 도심 내 집중 호우로 인한 침수 피해가 점차 심각해지고 있습니다. 또한, 디지털 기술의 발달에 따른 딥페이크나 가짜 뉴스가 사회적 혼란을 일으키는 새로운 유형의 재난이 될 수 있다고 생각합니다."
052b577ef6ae4ddc90ab1eefe8842a06,1.8749,남성,26,대학교 졸업,경기,19-29,우편집배원,2,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>9,29>34>27,56>57>58,29>1>34,1,3,2,,1,요즘 같은 폭염 때 야외에서 일하는 배달 기사나 어르신들이 건강을 상하지 않도록 도와주는 기술이 필요해 보입니다. 그리고 최근에는 예고 없이 쏟아지는 국지성 호우 때문에 좁은 골목길이나 오래된 지하 반지하 주택이 침수될 위험이 크다고 생각합니다.
6b042fbcea2e48cf82aa71ecbe4341df,0.8586,남성,46,고졸 이하,전북,40-49,건물용 냉동·냉장·공조기 설치 및 정비원,2,4>2,3,5>5>4,3>3>3,5>5>5,3,5,2,9>1>13,35>34>29,57>63>56,9>35>57,1,4,1,15,,"최근 기상이변으로 인해 예측 불가능한 폭우나 폭염이 갑자기 발생하는 일이 잦아져서 이에 대한 대비 기술이 필요하다고 생각합니다. 또한 고령화가 심한 우리 지역 특성상, 혼자 사는 어르신들이 재난 상황에서 자동으로 탈출하거나 신고할 수 있는 IoT 안전 장비가 더 보급되었으면 합니다."
dde08991339f4403b8e06ed4664d2408,0.8341,여성,35,대학교 졸업,충남,30-39,무직,1,2>4,3,5>5>5,4>4>4,5>5>5,2,5,2,14>2>1,34>27>29,56>60>57,34>14>27,1,3,2,,1,"요즘 날씨가 너무 이상해서 갑작스러운 폭우나 무더위 같은 기상 이변이 걱정됩니다. 그리고 아이들이 스마트폰을 많이 하는데, AI를 이용한 범죄나 보이스피싱 같은 디지털 재난도 앞으로 더 커질 것 같아요."
9154ddafcbd1445e8acbaf2ac6b50928,1.5626,남성,27,고졸 이하,서울,19-29,전화 상담원,2,4>3,3,4>4>4,3>3>3,4>4>4,2,4,2,2>9>1,27>51>29,56>67>57,27>2>51,1,3,2,,8,최근 기후 변화로 인한 폭염과 돌발 호우가 잦아져서 도시 침수 위험이 커지고 있다고 느낍니다. 그리고 요즘 AI 기술을 이용한 보이스피싱과 같은 사이버 범죄도 개인의 안전을 심각하게 위협하니 재난으로 관리해야 할 것 같습니다.
39aba9f04602477a9bfb0582afb292a9,1.1175,여성,45,대학교 졸업,부산,40-49,데스크 안내원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>14,51>34>27,56>57>68,1>51>34,1,3,2,,8,"고령화로 인해 은행 업무를 보면서 보이스피싱 같은 사기 범죄가 점점 더 지능화되고 있다는 느낌을 받으며, 기후 변화로 인한 집중호우 때 노후된 다세대 주택이나 상가 지하의 침수 피해가 우려됩니다."
7de56faf20f749c3858a881100869be4,1.0123,남성,31,대학교 졸업,충남,30-39,"전직 생산관리 사무원, 현재 구직중",2,3>2,3,4>4>4,4>4>4,4>4>4,3,4,2,1>2>9,27>34>29,63>57>56,27>1>63,1,3,1,4,,요즘 급격하게 변하는 기술 때문에 일자리가 불안정해지는 사회적 문제가 걱정됩니다. 또한 집에 계신 노인분들이나 혼자 사시는 분들이 응급 상황에 도움을 못 받는 안전사고도 재난으로 관리가 되었으면 좋겠습니다.
b9dbbafc836e4e8283fa981ca96698b1,0.5163,남성,26,대학교 졸업,울산,19-29,전자제품 개발 기술자 및 연구원,3,3>4,3,5>5>4,4>4>4,5>5>4,3,4,1,1>2>9,29>34>51,63>56>57,29>34>63,1,4,1,18,,"급격한 기후 변화로 인한 예측 불가능한 태풍과 집중호우, 그리고 고령화 사회에 따른 생활 안전 사고의 증가가 잠재적 위험요인이라고 생각합니다."
0205f148e28c41f1a029d89dc5c1a905,0.2872,여성,48,고졸 이하,세종,40-49,요양 보호사,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,9>2>1,27>34>29,68>56>57,27>9>34,1,4,1,4,,급속한 고령화로 인해 혼자 사는 어르신들이 안전사고나 건강 위험에 노출될 가능성이 커지는 것 같습니다. 또한 요즘처럼 날씨가 급변하면 거동이 불편한 환자들을 보호하기가 더 힘들어져서 걱정입니다.
2b7e25678da34fde8d25c817632efbe1,0.7396,여성,63,대학교 졸업,전남,60-69,무직,2,2>1,3,5>5>5,4>4>3,5>5>4,3,4,2,1>4>2,27>34>29,62>68>64,1>27>34,1,4,1,15,,"우리 마을처럼 고령자가 많은 곳은 태풍이나 홍수 같은 재난이 나면 혼자 살거나 몸이 불편한 분들이 빨리 대피하지 못할까 봐 제일 걱정됩니다. 그리고 요즘은 계절별로 날씨가 너무 덥거나 추워서 건강을 해치는데, 이런 이상 기후도 재난으로 관리해 주었으면 좋겠습니다."
ec5a356789af4cc98667998a088555f3,0.4393,남성,58,고졸 이하,광주,50-59,건물 경비원,2,2>4,3,5>5>5,4>4>4,5>5>5,4,5,2,1>2>9,34>27>29,56>57>68,34>56>1,1,4,1,18,0,"요즘 날씨가 너무 변덕스러워서 갑작스러운 폭우나 폭염으로 인한 피해가 걱정됩니다. 또한 아파트 노인 분들이 많이 혼자 사시는데, 혹시라도 집안에서 넘어지거나 응급 상황이 발생했을 때 혼자 대처하기 힘든 점이 위험요인 같습니다."
bdab7526524e456288030fdf89d78586,0.2234,남성,50,대학원 졸업,세종,50-59,컴퓨터 시스템 감리 전문가,4,4>3,4,5>5>5,4>4>4,5>5>5,3,5,3,1>2>9,51>50>27,56>57>58,51>50>34,1,4,1,1,,"급변하는 AI 기술 도입에 따른 보안 위협과, 사회 기반 시설에 대한 대규모 사이버 테러가 잠재적 위험요인이라고 생각합니다. 또한 계획 도시의 초기 인프라가 노후화되면서 발생할 수 있는 안전사고도 미리 관리해야 할 것입니다."
b2616f13b631417ea9b16bdb01306eed,0.7923,남성,65,고졸 이하,전남,60-69,무직,2,2>1,3,5>5>5,3>3>3,5>5>5,2,5,2,1>2>9,38>27>34,56>57>61,1>38>34,1,4,2,0,1,날씨가 점점 이상해져서 예전엔 없던 큰 태풍이나 폭우가 내릴까 봐 걱정입니다. 또 사는 곳 근처에 산단이 있어서 화학 물질 누출이나 큰 화재 같은 게 터지면 큰일 날 것 같아 위험하게 느껴집니다.
2e00a14f9f58425bb859152a5fea1727,1.7323,남성,57,고졸 이하,경기,50-59,영상·전자음향기기 설치 및 수리원,2,2>3,3,4>5>5,3>4>4,5>5>5,3,5,2,1>2>14,34>35>27,56>57>58,34>1>14,1,3,2,,8,노후화된 주거시설과 전기 설비로 인한 화재나 붕괴 위험이 점점 커지고 있습니다. 또한 갑작스러운 기상 이변으로 인한 피해도 걱정되는 부분입니다.
14320f204a18444f8239b86938ee5c32,0.5902,여성,43,고졸 이하,경북,40-49,그 외 금속 공작 기계 조작원,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>35>29,63>57>56,63>34>35,1,3,2,,17,우리 공단 같은 곳은 건물이나 배관이 다 낡아서 갑자기 불이 나거나 무너질까 봐 겁나요. 그리고 예전처럼 또 모르는 바이러스가 돌아서 당장 일을 못 하고 돈을 못 벌게 되는 상황이 가장 두렵습니다.
27177e71159f448481a6f0523636c830,0.4433,여성,23,고졸 이하,광주,19-29,시설 경비원,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>14,34>27>51,56>57>60,34>1>14,1,4,1,4,,기후 변화로 인해 여름철에 예측 불가능한 폭우나 폭염이 더 심해질 것 같아 걱정됩니다. 또한 IT 기술이 발전하면서 AI를 이용한 보이스피싱이나 딥페이크 같은 범죄가 점점 더 교묘해지고 있어서 이에 대한 대비가 필요하다고 생각합니다.
136a68177adc4b399f9b422f97a72b63,0.6444,남성,41,대학교 졸업,울산,40-49,철도운송 관련 종사원,3,3>2,3,5>5>5,4>4>4,5>5>5,2,5,2,1>2>13,31>29>34,63>57>56,31>1>34,3,3,2,,8,"급격한 기후 변화로 인해 태풍과 폭우가 잦아지면서 노후화된 철도 및 산업 시설물의 붕괴 위험이 점점 더 커지고 있다고 생각합니다. 또한, 모든 것이 디지털로 연결되면서 해킹이나 전산망 마비 같은 사이버 재난이 실제 교통 운영 시스템을 마비시킬 수 있는 잠재적 위험요인이 되고 있습니다."
ca7769576fbf4df8812b4a9786b42714,1.7323,남성,59,고졸 이하,경기,50-59,무직,2,2>4,3,4>5>4,3>4>3,4>5>4,3,4,1,13>1>14,34>27>29,57>56>68,34>13>27,1,4,1,4,,"급격한 기후 변화로 인한 집중호우나 폭염 같은 이상 기후가 지속될 것 같아 걱정됩니다. 또한, 고령화 사회에서 재난 발생 시 노약자들이 가장 큰 피해를 입지 않도록 하는 것이 중요하다고 생각합니다."
468c9d5d7d5b4ff383f1944fa9b00e51,0.9928,여성,57,고졸 이하,부산,50-59,연삭기 및 연마기 조작원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>35>29,63>57>58,63>1>34,1,3,2,,17,"날씨가 갈수록 이상해져서 예전에 없던 큰 태풍이나 홍수가 자주 발생하는 게 걱정되고, 우리 동네처럼 공장이 밀집한 곳은 노후된 설비로 인한 가스나 화재 사고가 언제 일어날지 몰라 항상 위험하게 느껴집니다."
7c2a4b8a3e7049e9baaf82ae2c7e7510,1.6426,남성,41,고졸 이하,서울,40-49,하역 및 적재 관련 단순 종사원,2,2>3,3,5>5>4,4>4>3,5>5>5,3,4,2,1>2>9,34>29>27,63>56>57,34>1>63,1,3,2,,8,"날씨가 해마다 더워져서 여름철 야외 작업 때 열사병에 걸릴까 봐 제일 겁나고, 제가 사는 아파트도 오래돼서 어디서 불이 나거나 가스가 새는 사고가 날까 봐 항상 마음을 쓰고 있습니다."
