uuid,weight,sex,age,edu,region,age_band,occupation,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
97947e3a883d42679fcce859019bc2c0,0.7691,남성,46,대학원 졸업,대전,40-49,범용 소프트웨어 프로그래머,4,4,8,9>2>14,34>51>29,56>57>68,34>9>51,1>3,2
418c4e59226e43ad934012efa46498a4,0.4393,남성,51,고졸 이하,광주,50-59,무직,3,4,7,1>9>14,34>29>35,56>57>58,34>1>29,1>2,2
5d436af8d01e4c91a91c0513b451fab1,0.4420,여성,35,대학교 졸업,대전,30-39,무직,3,4,8,9>2>11,42>34>29,56>57>67,34>42>9,1>2,2
ee7184d9ed2940ab987b1785a9a0cdba,0.4427,남성,50,대학교 졸업,대전,50-59,건물 내 전기 설치 및 정비원,4,4,8,9>1>2,34>35>29,57>56>63,34>57>1,1>2,2
65f973e6b8074b70ac1d8b64736d2a4a,1.1214,남성,68,대학교 졸업,인천,60-69,토목 제도사,4,4,8,1>9>2,34>46>27,56>57>68,34>1>46,1>2,2
186cc0c74f2f4496b0350d8d2114d9a0,0.7190,여성,24,대학교 졸업,대전,19-29,무직,3,4,8,1>9>2,34>27>42,56>67>60,34>1>27,1>4,2
ee7dac68492048f6875577da736a2348,0.3847,여성,45,고졸 이하,대전,40-49,상품 기획자,4,4,8,1>2>9,27>34>35,56>64>67,34>27>1,1>3,2
e9f922d3fb6f4ac3a9a08041da614f65,0.7370,남성,64,대학교 졸업,대전,60-69,전기 용접원,5,4,6,9>1>2,34>46>35,63>56>57,63>34>9,1>4,1
d0a0339e5d8f437b9ab0ddf903501729,0.7337,남성,57,고졸 이하,울산,50-59,항공기 배관공,5,4,7,1>2>9,34>35>29,63>57>58,34>1>63,1>2,2
b1505011809c4eb1beb73e87ca1e16b7,0.5223,여성,64,대학교 졸업,대전,60-69,무직,4,4,7,9>2>1,34>29>27,57>56>68,34>9>29,1>3,2
c28c5acc87f44a8bbe9b018b12184b4a,0.5505,남성,34,대학교 졸업,울산,30-39,자동 조립라인 조작원,4,4,6,1>9>3,35>34>38,63>57>56,63>34>1,1>2,2
f21a5ee856ae453c91a938e01d777732,0.3847,여성,48,고졸 이하,대전,40-49,소규모 상점 경영자,4,4,8,1>2>14,34>27>29,56>57>68,34>14>1,1>2,2
5e5135fa18a74a7ead83b2206a798b2b,0.8917,여성,53,고졸 이하,대전,50-59,건물 청소원,3,4,6,9>1>10,34>29>35,56>63>67,34>9>29,1>2,2
feb560dd7de34bfbb86a86ab85be48a2,0.4427,남성,59,대학교 졸업,대전,50-59,총무 사무원,4,4,8,9>1>10,34>29>27,56>57>67,34>29>9,1>2,2
469fab93c3424f93bd18178d9e24ef63,0.6431,여성,60,고졸 이하,울산,60-69,무직,4,4,8,9>1>2,34>40>27,68>56>60,34>40>9,1>3,2
939faa964fad4aaeb6f15bb8e68e26b5,0.7524,남성,37,대학교 졸업,대전,30-39,무직,4,4,8,9>5>1,34>42>29,57>56>60,34>9>29,1>2,2
8c7c31547189463e8db4bf3560ab62b4,0.2759,남성,49,대학교 졸업,세종,40-49,상품 기획자,4,4,8,9>1>11,34>29>51,56>57>60,34>9>29,1>2,2
ccc46a1447f444fda82b6271d0f12820,0.7370,남성,66,대학교 졸업,대전,60-69,"전직 그 외 서비스 관련 단순 종사원, 현재 구직중",4,4,8,2>9>1,34>35>27,57>56>68,34>2>27,1>2,2
08aae9beb7244470ac92c1b6c374f947,0.1062,남성,38,대학교 졸업,세종,30-39,품질 관리 사무원,4,4,6,9>1>2,34>35>29,63>56>57,34>9>63,1>2,2
ed03abf878cd46a9abe708f551ebecd7,0.6007,여성,42,고졸 이하,울산,40-49,무직,4,4,8,1>9>2,34>35>29,56>57>64,34>1>29,1>2,2
9e3629e461294c84b8875173409b03d3,0.2050,여성,55,대학교 졸업,세종,50-59,무직,4,4,8,9>1>11,42>34>51,56>57>67,34>56>42,1>3,2
515cd3db4e2a46de96651c6ec950cc3a,0.2050,여성,52,고졸 이하,세종,50-59,음식 서비스 종사원,4,4,8,9>1>2,34>27>42,64>56>57,34>64>9,1>3,2
0f8733fab69f4f7a8cb5c98d1c177b94,0.1442,여성,64,고졸 이하,세종,60-69,무직,4,4,8,9>1>2,34>27>42,56>57>68,34>9>27,1>2,2
876f75b28fd344a59e7aa4501e845624,1.8749,남성,20,대학교 졸업,경기,19-29,건물 내 전기 설치 및 정비원,4,4,6,1>9>2,34>47>29,57>63>56,63>57>34,1>2,2
9a21fb83b32542faa1668d7417b17da4,1.8749,남성,22,고졸 이하,경기,19-29,"전직 해군 부사관, 현재 구직중",3,4,8,9>1>2,34>29>51,56>57>67,34>29>56,1>4,2
667d1d15e76c412eb638574b23e3cff1,0.2759,남성,43,대학교 졸업,세종,40-49,무직,5,4,7,1>9>2,51>27>29,57>68>58,51>1>57,1>5,2
9bf1659d081b4456a9af13cfb8826496,0.1062,남성,39,대학원 졸업,세종,30-39,그 외 시각 디자이너,4,4,8,2>1>9,29>34>27,56>68>64,29>34>2,1>2,2
f73585a60420479bbd49e2c9fd97d307,1.8362,남성,36,대학교 졸업,경기,30-39,산업 안전원,5,5,6,2>1>9,34>29>35,56>63>68,34>29>63,1>3,2
7e824f0732494d46aa9a57ffb35db7ef,0.7338,여성,52,고졸 이하,울산,50-59,그 외 미용 관련 서비스 종사원,4,4,8,1>9>11,34>27>51,67>56>68,34>1>67,1>2,2
7a6ba5f97180425983a1e9d6a9925dec,1.8362,남성,31,대학교 졸업,경기,30-39,무직,3,4,8,9>1>11,34>29>35,57>56>63,34>29>57,1>2,2
90e8dddd3a254870bb90550a838bdeec,0.2234,남성,51,대학교 졸업,세종,50-59,철도 기관사,5,4,4,1>9>13,34>31>27,56>58>57,34>29>27,1>4,2
065f5cfcc24844b2b324f43c3fcae6a2,1.8749,남성,28,대학교 졸업,경기,19-29,생산관리 사무원,4,4,6,1>2>9,34>35>51,63>56>57,34>63>1,1>3,2
0fa6266be31e4e0f9560facb1f2f27cb,1.8362,남성,36,대학교 졸업,경기,30-39,예약 및 접수 사무원,3,4,7,9>1>2,34>29>42,56>57>58,34>29>9,1>2,2
a61c82706c29448886dd11dc1873d1b8,1.8155,남성,41,고졸 이하,경기,40-49,중형 화물차 운전원,4,4,8,1>2>5,29>34>42,63>56>58,29>1>34,1>2,2
7d9d450f026f4af289731b0de46afd39,1.8155,남성,40,고졸 이하,경기,40-49,보험 설계사,4,4,8,1>9>10,34>29>42,56>57>64,34>29>1,1>2,2
db5c42b9c15b4685b48d89badcb1ffdc,1.8155,남성,43,대학교 졸업,경기,40-49,육군 부사관,4,4,8,1>9>2,34>29>51,56>57>67,34>29>1,1>2,2
25e9976290b7447faaf8bb03628e51d7,1.8155,남성,47,고졸 이하,경기,40-49,회계 사무원,4,4,8,9>2>10,34>29>51,56>57>64,34>29>9,1>2,2
49b5baf06bab4be48f14bf808b2b4423,1.7323,남성,56,대학교 졸업,경기,50-59,산업 안전원,5,4,6,1>2>9,34>35>42,63>56>57,63>34>1,1>4,1
3f634889c02f4e0885e6ad43669ff841,1.7323,남성,50,고졸 이하,경기,50-59,그 외 바닥재 시공원,4,4,6,1>9>2,34>29>42,63>56>58,34>63>1,1>2,2
8da0d125d0dc49769b4866baa37ea2cd,1.7323,남성,56,대학교 졸업,경기,50-59,무직,4,4,8,1>2>9,34>29>27,56>57>68,34>1>29,1>2,2
d1f24681e0f44623830828e7d58b125e,1.7323,남성,59,대학교 졸업,경기,50-59,공공행정 사무원,4,4,1,1>2>9,34>42>46,56>57>68,1>34>42,1>2,2
a620e231eb584104bbfcd51df81d001c,1.7663,남성,61,고졸 이하,경기,60-69,무직,4,4,7,9>1>2,34>27>29,57>56>67,34>9>29,1>2,2
ad441767acef4afe91e13828ca05416f,1.6703,여성,37,대학교 졸업,경기,30-39,무직,4,4,8,9>1>11,34>27>29,56>57>64,34>9>29,1>2,2
6d06579f11a84607bb76cf6892b19e9e,1.9614,여성,47,대학원 졸업,경기,40-49,무직,4,4,8,9>2>11,34>29>42,56>67>58,34>9>29,1>4,2
b15efad155424378a28b9452c3ba093f,1.6703,여성,38,대학교 졸업,경기,30-39,그 외 전자공학 기술자 및 연구원,4,4,6,1>9>13,34>29>40,63>56>57,34>29>1,1>2,2
6c59085b38c045b18d399fdcb148ae37,1.6703,여성,33,대학교 졸업,경기,30-39,무직,4,4,8,1>9>5,42>34>46,56>68>59,34>42>56,1>2,2
cdf56c2aa8bb4d3193efb54e14cc54fc,1.6703,여성,36,대학교 졸업,경기,30-39,온라인 쇼핑 판매원,4,4,8,9>2>1,34>42>27,56>60>68,34>9>56,1>4,2
d1079fb076f84f958e2bdb22335b2d78,1.9614,여성,44,대학교 졸업,경기,40-49,상품 기획자,4,4,6,9>1>2,29>34>27,56>68>60,9>29>34,1>4,2
43d2e0818cb1448382c25999e6fa7bfb,1.9614,여성,45,고졸 이하,경기,40-49,그 외 자동차 운전원,4,4,8,1>5>9,29>34>27,56>57>67,29>34>1,1>2,2
8fedf575f5a04e94922e79700b0a8190,1.9614,여성,48,대학원 졸업,경기,40-49,기업 고위 임원,5,4,8,9>1>2,50>51>34,56>57>60,50>34>9,1>3,2
42c97fa38c3f42939dc01a57699da45d,1.9614,여성,41,대학원 졸업,경기,40-49,교육 연구관 및 교육 연구사,4,4,8,9>2>14,42>34>46,56>68>58,42>34>56,1>4,2
e3559d264b57413cab52854a1bbfcfa7,1.7154,여성,56,고졸 이하,경기,50-59,무직,4,4,8,9>1>11,34>27>51,56>57>68,34>9>27,1>2,2
6d4b2ec1e7fb4a8585ac5454ccc18e9e,1.7154,여성,58,고졸 이하,경기,50-59,강구조물 건립원,5,5,9,1>9>4,46>34>35,63>58>57,63>1>46,1>3,1
1fcf3d8f5d05446da83804ddb231e958,1.7154,여성,53,대학교 졸업,경기,50-59,무직,4,4,8,9>2>1,34>42>51,56>68>57,34>9>56,1>3,2
85a3062e97e34920a162c60943efeb43,1.7742,여성,60,고졸 이하,경기,60-69,무직,4,4,8,9>1>10,42>34>27,57>56>68,42>9>34,1>2,2
4de7707c480947d6b3fa3d8e109ed20f,1.7742,여성,64,고졸 이하,경기,60-69,스포츠 강사 및 트레이너,4,4,2,9>1>10,27>42>34,68>58>56,9>27>68,1>4,2
a633766c7f7b440cb636b7248333f162,0.6658,남성,22,대학교 졸업,강원,19-29,학습지 방문강사,4,3,10,2>9>1,29>34>42,56>57>58,2>29>34,1>4,2
be4c85e529e542a3bacdc3b56eb3bd72,0.6229,남성,34,대학교 졸업,강원,30-39,철도교통 관제사,5,4,7,13>2>5,31>29>34,58>57>63,31>13>29,1>3,2
2295b60c98c64e7ead8231693e547337,0.6229,남성,33,대학교 졸업,강원,30-39,공공행정 사무원,4,4,10,13>1>5,35>34>29,58>62>57,13>35>34,1>3,2
6e784f235940448bb48e1eb0577210f4,0.9772,남성,56,고졸 이하,강원,50-59,그 외 일반 영업원,3,4,1,13>2>9,29>35>34,58>56>60,13>29>35,1>2,2
f8f15c7fbe424606ac3a8335d25bcece,0.9772,남성,57,고졸 이하,강원,50-59,"전직 육군 장교, 현재 구직중",4,4,7,13>2>9,34>27>29,58>57>56,13>34>58,1>3,2
308665a4766b4cbc8907bf473fac9689,0.9202,여성,55,고졸 이하,강원,50-59,건물 청소원,4,4,8,2>13>9,34>27>29,56>57>68,34>29>2,1>3,2
d2a91cb887cd462293420305a29d8b8e,0.6819,남성,61,고졸 이하,강원,60-69,무직,3,4,8,2>9>1,34>42>35,56>68>57,34>2>56,1>2,2
547878e6b3e441c4b8ade1b7d20f56bd,0.6819,남성,64,고졸 이하,강원,60-69,주방장,4,4,8,1>2>9,34>35>29,64>56>58,34>29>64,1>2,2
00c8188d86704726b5b5fb77695b6513,0.5354,여성,34,대학교 졸업,강원,30-39,무직,3,4,10,13>5>1,34>27>29,68>57>58,13>34>27,1>2,2
52b7b6aa73d34d3d82b72c2fc670ad45,0.7067,여성,46,고졸 이하,강원,40-49,그 외 기계 조작원,4,4,10,13>1>9,35>34>29,63>57>58,13>35>63,1>3,2
4c5d8deee05c4d25b7c33dbadf632dbf,0.6779,여성,68,고졸 이하,강원,60-69,무직,4,4,10,5>1>13,33>35>29,58>62>68,33>5>35,1>2,2
1daed62b0fb1492ab244f19485d85c5d,0.8470,남성,44,대학교 졸업,충북,40-49,산업 안전원,5,4,6,1>2>9,34>29>27,63>57>60,34>63>29,1>2,2
b4e81aaeb62147ca928cfea17b5b3d42,0.5118,남성,59,고졸 이하,충북,50-59,건물 경비원,4,4,8,9>2>5,34>35>46,56>63>68,34>56>9,1>2,2
e2f55e4ae809452b829b3f8ebf3825aa,0.6606,남성,63,고졸 이하,충북,60-69,사무 보조원,4,4,1,1>2>13,33>34>29,58>62>68,1>33>13,1>2,2
921b101d14da4ca1abd4816967844795,0.6606,남성,60,고졸 이하,충북,60-69,식품 영업원,4,4,8,9>2>5,29>34>27,57>56>64,29>34>9,1>2,2
82355cbd225a46bab75f1be0432e515e,0.6041,여성,19,고졸 이하,충북,19-29,한식 조리사,3,3,8,9>13>1,34>35>29,57>63>56,34>9>29,1>2,2
7b529bb92eb24f2fa7226b8226bfbbd3,0.6261,여성,33,대학교 졸업,충북,30-39,무직,4,4,2,9>13>3,27>34>29,68>64>57,27>68>9,1>3,2
5f204ed9faa34c139b58fd5f12990e6b,1.0123,남성,34,대학교 졸업,충남,30-39,자동차공학 기술자 및 연구원,4,4,8,1>2>9,34>29>41,63>61>57,1>34>63,1>2,2
f6fb8105e6724f75a275cee60026a7a6,0.7810,여성,44,대학교 졸업,충북,40-49,무직,4,4,2,1>2>9,27>34>39,56>64>57,27>34>1,1>4,2
e42793bf03ae4e2cbe12d9b6e2b1db75,0.9458,남성,27,대학교 졸업,충남,19-29,일반 비서,3,4,8,1>9>11,29>34>27,59>56>57,1>29>34,1>2,2
7de56faf20f749c3858a881100869be4,1.0123,남성,31,대학교 졸업,충남,30-39,"전직 생산관리 사무원, 현재 구직중",3,4,6,1>9>2,34>27>29,63>56>68,63>34>29,1>2,2
179eff3229c54716a2dcdc38b6f2eb77,0.9102,남성,59,고졸 이하,충남,50-59,무직,4,4,8,1>9>2,34>29>51,68>56>57,34>1>29,1>2,2
2db5cdd756ad48a2a0063f47c0286003,0.9102,남성,56,대학원 졸업,충남,50-59,경영 기획 사무원,5,4,6,9>1>2,34>29>38,63>56>57,34>63>29,1>4,2
27192a56e28d4c64be3bec716f1dcb9c,0.7720,여성,26,고졸 이하,충남,19-29,한식 조리사,4,4,8,9>1>2,34>27>35,64>57>56,34>64>27,1>3,2
1e609c3cbc0149a68b047dd25ddca1a7,1.2104,여성,54,대학교 졸업,충남,50-59,통계 사무원,4,4,7,1>9>3,51>34>27,61>56>57,1>51>61,1>2,2
bb2b2a79fda54313bceaebd8692ca2f2,0.7090,남성,63,고졸 이하,전북,60-69,지게차 운전원,4,4,3,14>1>5,34>29>35,63>57>68,14>34>29,1>2,2
0f6140563c764b228c4b94b60f6b093a,1.2120,여성,68,고졸 이하,충남,60-69,무직,4,4,8,9>1>5,34>27>39,56>57>68,34>9>27,1>2,2
7abec4dde1514f8aa32eea333f26c853,0.8586,남성,42,대학원 졸업,전북,40-49,마케팅 전문가,4,4,3,13>9>1,51>34>29,58>67>57,13>51>58,1>2,2
021db2ec6a23444ba03762cf3546248c,0.7607,남성,55,대학교 졸업,전북,50-59,육상운송 관련 관리자,4,4,3,1>2>9,29>34>41,63>61>57,29>1>34,1>2,2
d417dc52882b4a74b73a05f27fdec010,0.7090,남성,69,고졸 이하,전북,60-69,무직,4,4,3,2>1>9,34>29>35,68>56>57,34>2>29,1>2,2
8b826691637240b186db07bcc5b30af7,0.6014,여성,37,대학교 졸업,전북,30-39,그 외 교육 전문가,4,4,3,14>1>9,34>27>29,56>57>60,14>34>1,1>4,2
8310f01461c148b0b8c1e9b69f576894,0.6014,여성,39,대학교 졸업,전북,30-39,출판 및 자료편집 사무원,4,4,8,9>14>2,27>34>29,56>57>68,27>34>9,1>3,2
aebd86973bf8482096ad990a9d30a899,0.7067,여성,55,대학교 졸업,전북,50-59,자동차 차체 부품 조립원,4,4,6,9>2>14,34>35>29,63>57>56,34>29>63,1>2,2
84ce4008b4224b218f06a4232861280e,0.7022,여성,66,고졸 이하,전북,60-69,"전직 자동 재봉설비 조작원, 현재 구직중",4,4,3,2>1>5,34>42>27,68>57>56,34>2>68,1>2,2
a615cc6df03446d6aa022cfe70ad6f29,0.7022,여성,62,고졸 이하,전북,60-69,무직,4,4,3,1>13>9,34>27>29,56>58>68,13>34>1,1>2,2
dc7709e9128b43e3b4dbfd25f98a5241,0.6590,남성,34,대학교 졸업,전남,30-39,경리 사무원,3,4,1,1>2>9,34>27>51,64>56>63,1>34>27,1>2,2
846c2458d7274a7cb4f00e14f0abdf79,0.8891,남성,46,대학교 졸업,전남,40-49,철도운송 관련 종사원,4,4,7,1>9>3,34>29>27,68>57>64,1>34>27,1>3,2
b2616f13b631417ea9b16bdb01306eed,0.7923,남성,65,고졸 이하,전남,60-69,무직,4,4,8,1>2>9,38>34>35,56>61>58,1>38>34,1>2,2
95a294b3181e459faa145698c1f0454d,0.7923,남성,62,고졸 이하,전남,60-69,그 외 일반 영업원,5,4,1,1>23>2,27>30>51,61>62>68,1>62>61,1>2,2
6e70a462900e4edeaa018c68f4df605c,0.5767,여성,20,대학교 졸업,전남,19-29,지게차 운전원,4,4,8,1>9>2,34>42>35,63>56>57,34>1>63,1>2,2
8285a83c8ffe4737af1e15ecab044297,0.5847,여성,30,고졸 이하,전남,30-39,한식 조리사,3,4,2,1>9>2,27>34>29,63>57>64,1>27>9,1>3,2
b171293a65fb4f66864744e5917111b7,0.5847,여성,39,고졸 이하,전남,30-39,건물 청소원,4,4,1,1>2>9,34>27>29,56>57>68,34>1>29,1>3,2
9e1d022c14f9474da0e770c36bc30d8e,0.7917,여성,41,대학원 졸업,전남,40-49,무직,4,4,8,1>13>9,34>27>35,56>68>59,34>1>27,1>4,2
5ba2747dd1e5460998b907bd2c3e025f,0.6911,여성,52,고졸 이하,전남,50-59,화장품 판매원,4,4,1,1>2>9,34>42>27,61>57>58,1>34>42,1>2,2
fc23040ff2e14256917838b120ec1e7a,1.0229,남성,37,대학교 졸업,경북,30-39,경영 기획 사무원,4,4,7,14>1>9,34>29>35,56>57>63,14>1>34,1>2,2
d97c6c48a26942068e6919ec00ac81b6,0.8300,남성,53,고졸 이하,경북,50-59,대형 화물차 운전원,4,4,4,2>1>5,29>34>35,63>57>58,29>2>1,1>2,2
bed016a3006e4dd6bc17f7dbd7f08357,0.8300,남성,54,고졸 이하,경북,50-59,그 외 운송장비 조립원,4,4,6,14>9>1,34>29>35,63>56>57,63>14>34,1>2,2
d0c4b90e145f460d9406346a1fd65d83,0.7788,여성,19,고졸 이하,경북,19-29,무직,3,4,8,9>2>10,34>51>27,68>56>57,34>68>9,1>4,2
139dfed777164d849a2bb5693073c24c,0.7788,여성,24,고졸 이하,경북,19-29,골프장 캐디,4,4,6,9>1>2,29>40>34,67>56>57,9>29>67,1>4,2
8de68bd83b7f4af1a2e361fe01b691c7,0.8368,여성,37,대학교 졸업,경북,30-39,마케팅 전문가,4,4,4,9>2>1,29>34>27,56>68>58,29>9>34,1>4,2
11e86c2a45674571899d675de8d25a7b,0.7717,여성,52,고졸 이하,경북,50-59,주방 보조원,4,4,8,1>9>2,34>35>27,64>56>57,34>64>1,1>2,2
33a0dd91c5c54d32aac729f888f62b28,0.7717,여성,51,고졸 이하,경북,50-59,한식 조리사,4,4,7,1>9>5,34>27>29,57>56>58,34>27>1,1>4,2
ae2b2ce9ca4f40718e32577a8fc66711,0.7717,여성,58,고졸 이하,경북,50-59,상·하수 배관공,5,4,8,2>9>10,34>35>46,63>56>57,34>2>63,1>2,2
0b48e582187f4b3a9df333471086454f,0.8301,여성,65,고졸 이하,경북,60-69,무직,4,4,2,9>1>14,27>42>34,68>57>56,27>9>34,1>2,2
63c65c53ee674137a317a0b3f3aa23c4,0.9968,남성,65,고졸 이하,경남,60-69,그 외 기계 조작원,4,4,6,1>2>9,34>29>35,56>57>58,34>29>1,1>2,2
e874e7d3c77e4af083261baa4feef8b0,0.8301,여성,62,고졸 이하,경북,60-69,무직,4,4,8,14>1>9,34>35>29,58>56>68,14>34>58,1>2,2
f94377297b0d49f5914fdb0e5435621a,0.8301,여성,69,대학교 졸업,경북,60-69,치과위생사,4,4,8,1>9>2,27>34>42,56>67>57,34>27>1,1>3,2
b2cf61890b8a4f62a623def0e5ab55d1,1.0884,남성,58,대학교 졸업,경남,50-59,교육 및 훈련 사무원,4,4,6,1>9>2,34>35>29,63>56>57,34>1>63,1>2,2
2df35fdd9a1a478db5ee965d984591b0,1.0884,남성,52,고졸 이하,경남,50-59,그 외 상점 판매원,3,4,1,1>13>2,34>29>27,68>61>58,1>68>34,1>2,2
a3384e05336746699029608a35af3076,0.9968,남성,65,고졸 이하,경남,60-69,무직,4,4,6,1>9>2,34>27>35,56>68>58,34>1>9,1>3,2
65efc5c706f44338af5163f0f13d4040,1.0354,여성,21,대학교 졸업,경남,19-29,"전직 생산관리 사무원, 현재 구직중",3,4,8,1>2>9,34>42>29,56>57>60,34>1>56,1>2,2
3bfb459368dc43f2a9750a6aa2d91503,1.1732,여성,35,대학원 졸업,경남,30-39,인사 및 노무 사무원,5,4,8,9>13>1,34>35>42,56>59>57,34>9>27,1>3,2
d79a7ae65ce044698bb1bfa41bea4b81,1.0423,여성,56,고졸 이하,경남,50-59,바텐더,3,4,8,9>1>2,34>29>42,57>56>68,34>29>9,1>3,2
357527fe67914c1cb2d292084cf5db2c,1.0423,여성,58,대학교 졸업,경남,50-59,호텔 서비스원,4,4,1,1>9>13,34>27>30,61>58>68,1>34>9,1>3,2
4d6cb0c7d3f14fe99d437627b85ace8e,0.9942,여성,64,고졸 이하,경남,60-69,무직,4,4,8,9>1>2,34>35>29,56>57>68,34>1>9,1>2,2
f107ecce285b451aa7b2235ee5025979,0.2864,남성,19,고졸 이하,제주,19-29,음료 서비스 종사원,3,4,1,1>9>13,34>29>51,61>58>56,1>34>29,1>2,2
ba34f85f0eda4308a57877423d6f6fbc,0.3797,남성,45,고졸 이하,제주,40-49,단말기 및 통신 서비스 판매원,4,4,1,1>4>2,34>29>35,56>58>67,1>34>29,1>2,2
7b65655728c04e798bc8004ed0b04292,0.3567,남성,62,대학교 졸업,제주,60-69,시민 단체 활동가,5,4,1,1>13>21,33>29>34,61>58>68,1>13>33,1>3,4
7f7fdfd2452047819308c0a1b4f93c8f,0.3567,남성,67,대학교 졸업,제주,60-69,무직,4,4,1,1>4>9,34>27>51,56>61>67,1>34>27,1>4,2
c18d6cd90b9743a6a2c7af3c5acdea28,0.3740,여성,45,대학교 졸업,제주,40-49,무직,4,4,1,1>9>13,27>42>34,68>59>56,1>27>9,1>2,2
52028679a27643cfb7512c84a4772942,1.5626,남성,26,대학교 졸업,서울,19-29,산업 안전원,5,4,6,9>2>13,34>38>29,63>56>57,63>34>29,1>4,2
6dffcbb25da547879f05d514c3a5246a,1.5626,남성,22,고졸 이하,서울,19-29,프레스기 및 절단기 조작원,3,4,6,9>1>2,34>29>35,63>57>56,63>34>29,1>2,2
1e521c49195f4082b08bbb959812951b,1.6426,남성,48,대학교 졸업,서울,40-49,그 외 전기공학 기술자 및 연구원,4,4,8,2>9>1,34>29>35,57>56>58,34>2>57,1>2,2
d3e670050bf7445aba77c178920c751c,1.6426,남성,40,고졸 이하,서울,40-49,지게차 운전원,4,4,6,1>2>9,34>38>29,63>56>57,34>38>63,1>2,2
16ef0d776cd64b469e67188e69f5f00a,1.6426,남성,42,대학교 졸업,서울,40-49,수질 환경 기술자 및 연구원,4,4,8,2>1>9,43>34>42,56>57>68,43>2>34,1>3,4
ca01ddb750ae4c4ca7a058616f6e93f6,1.5143,남성,63,고졸 이하,서울,60-69,무직,4,4,8,9>2>1,34>29>27,56>57>58,34>9>29,1>2,2
361c372af72a4af1aeda458fe88b8201,1.5143,남성,61,대학원 졸업,서울,60-69,조사 전문가,4,4,2,9>1>2,34>29>27,56>57>58,9>34>1,1>2,4
56fbb8ad5354404db81683e4e3582faf,1.5143,남성,62,고졸 이하,서울,60-69,커피 조리사,4,4,8,13>2>9,34>54>27,58>57>56,34>13>27,1>3,2
29ec730835774a1db65be0ea219da819,1.5143,남성,68,고졸 이하,서울,60-69,그 외 기능 관련 종사원,4,4,8,9>1>10,34>46>35,56>58>57,34>9>46,1>2,2
fdf818b59ced4dc78bdea2e7200d8cdb,1.5143,남성,61,대학교 졸업,서울,60-69,무직,4,4,8,1>2>9,27>34>51,56>57>68,34>27>29,1>2,2
872f11c82d69426cbf2f7305ece32dca,1.6820,여성,63,고졸 이하,서울,60-69,마케팅 전문가,4,4,8,1>9>14,34>27>35,56>57>59,34>1>56,1>2,2
e4e8f5585856446194c0f45f2c83aa51,1.6820,여성,61,고졸 이하,서울,60-69,무직,4,4,8,9>1>10,34>29>42,68>56>57,34>9>29,1>2,2
5e924b166d1d4bceb048b52b1e1b1f67,1.6820,여성,65,고졸 이하,서울,60-69,무직,4,4,8,9>2>10,27>42>34,56>68>57,27>9>2,1>3,2
32449e9b86b84bb38ea513cc926c7448,1.6820,여성,65,고졸 이하,서울,60-69,무직,4,4,8,9>2>5,34>27>42,68>57>56,34>9>68,1>3,2
cd2ae06033c54d599585af63a1b5804d,0.9516,남성,69,고졸 이하,부산,60-69,무직,4,4,6,1>9>2,34>35>29,61>57>56,1>34>61,1>2,2
405565c89f00478ebb8f5c6056e2d955,0.9516,남성,64,대학교 졸업,부산,60-69,토목 관련 관리자,5,5,5,1>13>2,46>34>35,56>58>57,46>1>13,1>2,1
b028556e39814a6a824fb9b7b56df301,0.9928,여성,53,대학교 졸업,부산,50-59,무직,3,4,8,1>2>9,34>42>27,56>57>68,34>1>27,1>4,2
468c9d5d7d5b4ff383f1944fa9b00e51,0.9928,여성,57,고졸 이하,부산,50-59,연삭기 및 연마기 조작원,4,4,6,1>2>9,34>35>29,63>57>56,1>34>63,1>2,2
6aacebe4873d4cb6b5556f5a099a56dd,0.9605,여성,63,고졸 이하,대구,60-69,무직,4,4,8,1>2>9,34>27>39,68>56>58,34>1>9,1>2,2
993b994a5e464587b5a898d8daf0ee2a,0.8915,남성,48,고졸 이하,인천,40-49,수동 포장원,3,4,8,1>9>14,34>29>27,56>63>67,34>29>1,1>2,2
50de164bdd8f448691e3d962b25f9c4d,0.8915,남성,47,고졸 이하,인천,40-49,그 외 기계 조작원,3,4,8,9>2>1,34>42>29,63>57>56,34>63>42,1>2,2
e21ba765a9a9418d97e11b4e43366c44,0.9399,남성,58,대학교 졸업,인천,50-59,소규모 상점 경영자,4,4,8,1>2>9,34>29>27,56>57>67,34>1>29,1>2,2
a0bf11c4acc44a27bea66ba1498111f5,0.9399,남성,57,대학원 졸업,인천,50-59,기업 고위 임원,4,4,8,1>9>2,50>51>34,56>57>58,50>34>1,1>3,2
d3c8f8d04bbf4b4dbaf32da9b0e32926,1.1544,여성,65,고졸 이하,인천,60-69,무직,4,4,8,9>1>2,27>34>42,56>68>57,27>34>9,1>2,2
136a68177adc4b399f9b422f97a72b63,0.6444,남성,41,대학교 졸업,울산,40-49,철도운송 관련 종사원,4,4,8,1>13>9,31>40>34,56>58>57,31>1>40,1>3,2
1f180c71def94fa4b30350aa66c93f7d,0.3844,여성,26,대학교 졸업,울산,19-29,무직,3,4,8,1>9>2,34>40>51,56>57>60,34>1>40,1>5,2
8b7751ee104747c393afae6d17dd0073,0.2162,여성,31,고졸 이하,세종,30-39,가스 점검원,5,4,10,9>1>10,35>34>29,57>56>68,35>57>34,1>4,1
